Date,Close_price,Individual,Foreigner,Organ,Finance,Insurance,Investment,Bank,Other_finance,Pension_fund,Other_corporations,Other_foreiner,Private_fund
2007-08-03,"11,800","-318,950","5,522,500","-4,191,050","174,950","-83,700","-2,760,650","-188,650","28,500","-1,361,500",,"1,750",
2007-08-02,"11,800","-170,800","25,400","-45,650","-785,600","32,550","950,200","103,650","-4,350","-342,100",,"74,800",
2007-08-01,"11,620","12,784,300","-9,224,450","-3,949,200","1,089,200","-73,750","-2,134,200","-320,450","13,350","-2,523,350",,"53,650",
2007-07-31,"12,280","996,100","4,366,550","-5,443,950","-265,900","217,850","-4,523,700","270,300","-7,750","-1,134,750",,"5,350",
2007-07-30,"12,200","128,200","-4,313,800","3,908,850","1,224,150","497,050","2,597,100","142,750","-134,400","-417,800",,"-1,350",
2007-07-27,"11,920","9,660,350","-10,454,750","-93,100","1,037,200","250,300","-1,726,850","543,200","180,250","-377,200",,"34,700",
2007-07-26,"12,520","3,016,900","582,900","-3,611,250","370,350","-392,300","-2,961,900","4,000","-31,200","-600,200",,"-44,600",
2007-07-25,"12,960","1,495,000","-1,335,600","276,450","-42,950","-32,050","36,700","-27,700","12,900","329,550",,-750,
2007-07-24,"13,080","-953,900","2,349,300","-1,346,350","-164,300","-23,150","-929,050","-335,700","-63,400","169,250",,"-85,050",
2007-07-23,"13,160","-1,035,200","3,196,650","-2,333,000","335,650","-132,200","-2,534,600","59,200",-200,"-60,850",,"-1,650",
2007-07-20,"13,220","-4,174,350","5,137,400","-1,162,250","1,003,600","81,300","-1,380,050","-20,650","-20,600","-825,850",,-100,
2007-07-19,"12,720","-227,100","740,850","115,900","-1,286,300","72,700","2,001,000","-809,500","53,850","84,150",,"22,750",
2007-07-18,"12,800","2,803,300","-2,561,650","-1,444,400","-2,822,100","106,300","803,050","205,000","2,450","260,900",,"32,800",
2007-07-16,"13,000","2,641,600","-9,273,600","5,749,150","908,450","-333,400","2,848,650","551,250","83,600","1,690,600",,"8,950",
2007-07-13,"13,740","-23,165,500","11,607,300","11,935,650","2,578,800","1,241,050","7,910,450","-41,650","-60,750","307,750",,-900,
2007-07-12,"12,920","-5,542,150","6,225,500","-286,100","-115,800","-75,650","790,200","147,400",650,"-1,032,900",,"-42,500",
2007-07-11,"12,700","-1,902,450","1,375,200","1,084,550","-672,850","24,600","1,506,350","377,900","-137,750","-13,700",,-200,
2007-07-10,"12,580","-843,650","-2,561,700","3,984,050","1,117,650","-13,500","2,636,950","211,850","59,250","-28,150",,"-39,550",
2007-07-09,"12,860","-12,228,250","10,514,650","2,231,100","-3,193,500","1,605,600","4,453,100","-396,650","-29,950","-207,500",,"-57,100",
2007-07-06,"12,540","-16,845,600","5,700,050","9,970,750","-5,511,650","665,450","13,987,100","-1,139,250","272,400","1,696,700",,"-543,150",
2007-07-05,"11,820","-6,577,400","6,544,250","-741,650","-1,470,300","316,800","901,250","-463,150","-4,150","-22,100",,"-24,600",
2007-07-04,"11,560","1,008,850","1,431,700","-1,819,800","207,400","30,450","-1,773,800","-352,000","41,200","26,950",,"-3,950",
2007-07-03,"11,420","-105,550","3,391,400","-2,734,050","90,300","-59,600","-2,203,000","100,100","-61,000","-600,850",,-350,
2007-07-02,"11,300","509,300","669,400","-1,764,850","143,550","193,150","-1,668,900","74,300","-50,000","-456,950",,"28,200",
2007-06-29,"11,320","1,588,500","181,150","-1,463,100","884,600","69,050","-39,450","-559,450","-43,350","-1,774,500",,"124,500",
2007-06-28,"11,560","797,350","921,200","-1,854,550","1,381,100","37,700","-3,191,450","246,350","-9,450","-318,800",,"64,100",
2007-06-27,"11,620","397,750","558,100","-514,650","702,150","7,350","-1,109,800","192,950","8,150","-315,450",,"-1,050",
2007-06-26,"11,760","-892,250","-3,831,300","4,447,750","1,482,900","-8,800","2,391,150","373,700","16,500","192,300",,"-6,900",
2007-06-25,"11,760","-3,414,100","544,200","2,518,850","-415,700","606,450","2,391,600","196,550","20,500","-280,550",,"-22,600",
2007-06-22,"11,820","-3,105,900","6,615,650","-3,496,750","-3,534,900","-12,250","-1,227,300","274,750","-8,300","1,011,250",,"-123,350",
2007-06-21,"11,780","525,400","-5,570,150","3,789,450","-4,677,000","235,850","7,931,000","-82,300","149,800","232,100",,"-149,750",
2007-06-20,"11,540","218,650","-374,950","123,150","2,749,200","23,050","-2,143,300","-692,450","19,450","167,200",,"-14,500",
2007-06-19,"11,700","104,100","1,584,150","-1,843,350","-41,500","-84,900","-1,308,750","34,150","49,500","-491,850",,"12,050",
2007-06-18,"11,780","-3,206,200","3,156,800","-467,050","-679,500","146,100","550,250","65,450","-134,600","-414,750",,"-29,350",
2007-06-15,"11,480","1,563,900","73,100","-1,400,050","3,891,650","-684,600","-3,305,150","-186,250","-170,250","-945,450",,-100,
2007-06-14,"11,620","-4,374,150","-4,931,800","9,150,950","121,900","81,850","5,955,100","-149,950","-10,900","3,152,950",,-700,
2007-06-13,"11,460","611,050","-564,700","434,750","-451,000","-171,900","1,513,950","41,600","4,650","-502,550",,-450,
2007-06-12,"11,560","-3,413,350","1,212,600","1,933,450","-73,200","198,950","1,596,100","124,000","14,850","72,750",,"-11,850",
2007-06-11,"11,560","-4,321,800","-6,849,750","9,293,700","1,924,600","894,600","5,036,100","296,650","100,400","1,041,350",,"6,100",
2007-06-08,"11,440","-84,900","-7,900,100","7,824,950","624,900","655,050","5,757,150","-175,750","-3,000","966,600",,"-47,050",
2007-06-07,"11,380","-1,443,750","1,259,350","368,950","1,111,200","-17,600","-314,450","-215,400","-10,400","-184,400",,"3,200",
2007-06-05,"11,420","-5,690,200","7,121,150","-1,208,400","-1,873,750","-408,350","799,850","66,550","60,400","146,900",,"-17,500",
2007-06-04,"11,440","-14,018,700","11,292,400","2,891,600","-2,012,250","-91,250","4,205,400","278,850","501,800","9,050",,"-31,250",
2007-06-01,"11,120","-2,824,000","-6,508,250","8,519,950","686,400","477,200","5,676,650","425,850","-137,650","1,391,500",,"-18,300",
2007-05-31,"10,700","439,400","386,000","-579,500","483,450","-551,250","92,800","248,750","-99,700","-753,550",,"-20,600",
2007-05-30,"10,640","874,450","4,784,450","-5,175,500","17,500","300,900","-2,920,950","-219,150","-10,350","-2,343,450",,"-1,950",
2007-05-29,"10,740","3,581,700","6,520,700","-9,220,500","-156,700","-949,550","-5,724,000","-644,350","-39,200","-1,706,700",,"32,750",
2007-05-28,"10,960","3,458,700","243,300","-3,619,250","438,300","-223,000","-2,760,850","-453,700","-371,050","-248,950",,"-16,500",
2007-05-25,"11,040","4,989,550","-6,364,550","903,550","2,198,250",950,"-1,365,450","20,350","4,200","45,250",,"20,050",
2007-05-23,"11,240","176,250","1,697,500","-1,626,300","497,500","-56,050","-1,923,000","76,850","-27,450","-194,150",,"-3,850",
2007-05-22,"11,300","-3,372,150","12,257,350","-8,362,400","-2,866,050","-12,050","-4,911,050","-216,450","11,350","-368,150",,"-25,250",
2007-05-21,"11,040","2,874,600","-2,264,700","-90,450","1,471,850","-386,600","-480,900","-43,000","-9,150","-642,650",,"2,800",
2007-05-18,"11,080","7,643,850","-6,311,650","-1,086,450","2,671,250","-168,650","-2,323,700","-149,600","-146,500","-969,250",,"75,450",
2007-05-17,"11,320","10,466,550","-1,746,200","-8,457,900","1,262,200","-335,000","-7,941,800","-508,100","162,450","-1,097,650",,"-13,800",
2007-05-16,"11,400","186,000","3,388,400","-3,539,550","-390,500","-158,650","-2,412,200","-54,100","-2,300","-521,800",,"23,600",
2007-05-15,"11,460","640,850","90,800","-786,750","-932,800","-152,850","129,250","28,000",,"141,650",,"29,750",
2007-05-14,"11,480","-167,600","3,216,100","-2,665,150","125,600","-30,150","-2,273,950","-218,250","-11,800","-256,600",,"-7,950",
2007-05-11,"11,460","2,248,850","2,563,350","-4,556,200","331,850","-510,650","-3,610,500","-347,600","-37,900","-381,400",,"-11,750",
2007-05-10,"11,500","-282,850","5,850,700","-5,036,850","-174,750","-882,400","-2,561,050","-197,150","-88,750","-1,132,750",,"-4,850",
2007-05-09,"11,600","-259,350","3,797,300","-3,405,600","-115,350","-1,379,400","-1,804,600","-53,550","-12,050","-40,650",,"-3,400",
2007-05-08,"11,640","-1,699,600","4,596,900","-2,544,750","332,600","-455,200","-2,188,700","-46,450","-160,900","-26,100",,"4,650",
2007-05-07,"11,740","-1,207,550","713,100","347,700","-1,236,250","381,400","960,100","119,700","60,000","62,750",,"-33,750",
2007-05-04,"11,520","-1,325,900","1,703,550","-362,150","272,950","55,200","-465,350","-27,050","-70,750","-127,150",,"-11,150",
2007-05-03,"11,480","574,050","191,850","-903,750","-199,850","90,950","-924,900","143,250",,"-13,200",,"-7,000",
2007-05-02,"11,500","-215,600","4,910,650","-4,178,400","-182,650","-491,400","-2,407,450","90,750","4,600","-1,192,250",,"-8,900",
2007-04-30,"11,480","2,319,650","108,700","-2,544,850","1,223,100","-99,200","-2,930,650","69,550","9,550","-817,200",,"42,450",
2007-04-27,"11,600","-4,007,450","3,490,650","-413,750","-1,188,050","80,700","-821,000","92,350","47,650","1,374,600",,"-7,100",
2007-04-26,"11,600","-3,941,150","2,042,600","1,338,000","-819,400","207,550","1,671,200","-187,400","35,650","430,400",,"11,400",
2007-04-25,"11,280","8,234,350","-5,481,850","-2,742,350","24,200","102,550","-2,600,600","-68,300","15,450","-215,650",,"264,400",
2007-04-24,"11,420","1,033,100","6,614,000","-6,231,050","-940,300","-276,950","-4,240,950","-84,450","-234,350","-454,050",,"-9,950",
2007-04-23,"11,400","1,767,300","1,985,700","-3,408,100","-137,150","-196,750","-1,738,250","-1,066,100","-31,300","-238,550",,"21,950",
2007-04-20,"11,460","1,248,100","57,600","-1,002,800","-151,400","-137,850","20,950","95,800","-50,850","-779,450",,"9,850",
2007-04-19,"11,380","8,373,250","-1,967,900","-6,317,500","891,400","-1,650","-5,576,700","20,250","-252,650","-1,398,150",,"-4,850",
2007-04-18,"11,660","5,475,250","-3,684,350","-1,866,600","1,751,250","-187,000","-2,561,500","43,200","-70,450","-842,100",,"12,000",
2007-04-17,"11,860","-2,874,150","5,833,900","-3,431,000","1,259,550","-14,850","-3,747,900","-40,550","-22,250","-865,000",,"3,000",
2007-04-16,"11,860","29,450","4,580,950","-4,437,650","795,600","16,550","-4,474,450","51,200","-27,800","-798,750",,"-7,700",
2007-04-13,"12,020","-7,344,550","12,693,700","-4,643,850","-97,450","442,850","-5,656,800","-98,850","-17,000","783,400",,"-412,550",
2007-04-12,"12,080","-8,971,050","7,597,350","2,526,750","-927,300","168,000","1,616,750","-105,500","-49,800","1,824,600",,"-1,022,850",
2007-04-11,"11,980","-7,643,050","10,952,100","-3,171,450","-2,128,500","111,050","-2,330,600","77,350","316,850","782,400",,"-38,750",
2007-04-10,"11,560","2,658,400","2,316,650","-4,330,400","1,302,800","-141,300","-5,299,300","301,600","-31,800","-462,400",,"23,750",
2007-04-09,"11,680","940,250","2,607,000","-3,626,600","1,065,500","-12,550","-4,024,800","202,550","-247,050","-610,250",,"7,800",
2007-04-06,"11,740","-11,350","5,045,700","-4,275,850","903,950","1,700","-4,978,000","-27,350","16,400","-192,550",,"2,600",
2007-04-05,"11,860","-4,902,750","6,816,950","-1,942,900","-146,600","-69,100","-1,886,900","149,250","-9,200","19,650",,"-6,450",
2007-04-04,"11,900","-11,011,950","13,330,550","-2,520,050","-1,937,850","393,550","-1,375,500","-208,350","-131,650","739,750",,"-97,150",
2007-04-03,"11,480","131,750","3,149,400","-3,316,500","-467,300","370,700","-3,024,600","11,500","4,500","-211,300",,"-70,000",
2007-04-02,"11,320","1,724,750","151,700","-1,805,450","138,200","-153,500","-1,912,500","-33,850","215,000","-58,800",,"1,000",
2007-03-30,"11,260","6,625,350","-1,557,900","-4,902,550","591,250","-8,600","-4,703,600","-193,800","-207,150","-380,650",,"-10,000",
2007-03-29,"11,380","7,686,250","-2,122,300","-5,319,000","451,750","-58,300","-5,072,900","123,950","-103,250","-660,250",,"1,850",
2007-03-28,"11,440","5,717,000","-1,507,850","-4,383,500","396,750","-240,250","-4,468,350","20,150","-95,000","3,200",,"11,150",
2007-03-27,"11,600","1,575,600","-2,176,600","468,000","110,150","-95,750","-617,700","35,200","84,250","951,850",,"1,300",
2007-03-26,"11,680","-1,015,950","1,438,400","-544,350","-663,300","180,200","-324,300","127,700","-2,150","137,500",,"-5,750",
2007-03-23,"11,600","-168,100","787,850","-794,050","133,400","-1,500","-998,100","1,300","-52,950","123,800",,"-4,000",
2007-03-22,"11,640","-719,900","211,000","541,050","-34,250","156,950","-308,450","147,400","-9,950","589,350",,"-14,250",
2007-03-21,"11,580","664,650","1,877,350","-2,918,250","496,600","-267,300","-2,714,050","60,450","-83,100","-410,850",,"-7,550",
2007-03-20,"11,580","3,913,250","-214,100","-3,737,100","1,020,650","-554,600","-2,488,200","-383,000","-3,300","-1,328,650",,"-83,800",
2007-03-19,"11,740","917,100","-1,594,050","163,650","671,350","-5,050","35,600","-124,050","102,000","-516,200",,"-1,000",
2007-03-16,"11,780","-914,150","-358,050","-2,106,600","106,350","-183,000","-1,401,900","-93,050","22,450","-557,450",,"-7,400",
2007-03-15,"11,720","-535,450","-2,719,450","-156,350","-794,650","-401,500","1,603,450","-2,850","10,350","-571,150",,"-8,250",
2007-03-14,"11,680","504,400","-2,910,250","-1,705,700","33,550","-151,250","-976,400","4,750","263,950","-880,300",,"147,750",
2007-03-13,"12,000","-3,384,000","3,743,800","-3,794,050","-1,112,450","-125,400","-1,552,350","-94,850","201,950","-1,110,950",,"3,550",
2007-03-12,"12,040","-8,275,700","5,341,450","-492,750","-532,250","200,650","849,400","-106,700","-127,600","-776,250",,"133,650",
2007-03-09,"11,720","-7,182,850","3,318,150","-124,550","-2,136,050","293,150","848,600","186,100","62,750","620,900",,"21,500",
2007-03-08,"11,480","-834,500","-5,028,900","1,025,600","-2,719,850","33,000","4,759,400","-686,250","41,650","-402,350",,"687,100",
2007-03-07,"11,400","747,900","-2,285,400","-2,651,200","-88,550","20,600","-1,391,500","-401,850","-54,100","-735,800",,"267,950",
2007-03-06,"11,380","1,480,900","-7,348,500","2,264,800","-871,800","575,700","2,193,150","-290,200","61,750","596,200",,"78,250",
2007-03-05,"11,260","3,234,150","-8,392,150","1,170,150","585,150","236,150","403,700","278,100","34,050","-367,000",,"253,150",
2007-03-02,"11,320","3,572,450","-4,578,650","-2,520,800","270,800","219,250","-2,505,950","-267,600","31,300","-268,600",,"21,850",
2007-02-28,"11,340","14,553,550","-14,772,700","-3,542,550","891,200","302,450","-6,946,600","116,950","269,400","1,824,050",,"138,050",
2007-02-27,"11,620","2,349,500","-6,487,500","534,100","1,523,150","137,550","-1,582,950","-251,850","56,900","651,300",,"42,700",
2007-02-26,"11,660","7,811,450","-10,290,600","-1,266,250","1,909,650","-15,350","-2,863,150","-553,300","15,350","240,550",,"40,700",
2007-02-23,"11,860","1,832,450","-3,272,950","-1,944,950","1,611,400","461,350","-4,002,900","-427,550","-66,450","479,200",,"-12,000",
2007-02-22,"12,040","-3,605,950","-723,400","64,000","-279,400","297,250","-314,900","-33,750","-765,200","1,160,000",,"-10,300",
2007-02-21,"12,120","-8,246,600","3,256,800","1,545,700","-33,700","-100,100","1,488,850","-186,150","-7,100","383,900",,"-54,000",
2007-02-20,"12,000","-3,856,100","303,400","351,350","-1,362,250","139,500","751,600","-401,100",850,"1,222,750",,"-326,000",
2007-02-16,"11,800","-5,222,800","2,695,550","-1,432,350","-4,408,000","-18,800","1,348,750","557,250","48,550","1,039,900",,"-3,250",
2007-02-15,"11,480","-1,096,600","-3,165,550","311,850","-534,950","74,500","843,000","-10,700",-400,"-59,600",,"5,750",
2007-02-14,"11,340","-859,900","-3,226,850","-141,650","-584,400","-191,950","673,000","-275,800","16,250","221,250",,"20,100",
2007-02-13,"11,240","7,965,800","-14,316,550","2,787,800","3,003,000","121,500","-139,000","-122,350","-49,900","-25,450",,"65,400",
2007-02-12,"11,440","9,261,400","-7,876,300","-3,878,850","678,900","-353,750","-5,242,650","-131,350","98,400","1,071,600",,"-62,650",
2007-02-09,"11,700","-1,321,800","-2,224,050","-61,350","-114,150","-181,400","-163,200","-97,700","25,150","469,950",,"24,850",
2007-02-08,"11,620","4,837,800","-6,342,900","-1,814,350","603,500","-34,850","-1,549,800","-3,800","-115,200","-714,200",,"1,850",
2007-02-07,"11,720","2,641,250","-3,308,600","-2,748,450","-89,600","-81,400","-2,886,050","47,800","-29,100","289,900",,100,
2007-02-06,"11,740","1,348,150","-4,672,650","-252,100","451,500","-57,800","-864,250","76,300","43,900","98,250",,-400,
2007-02-05,"11,720","1,294,950","-3,122,000","-1,889,200","371,900","9,200","-2,357,900","-47,950","37,700","97,850",,"-4,000",
2007-02-02,"11,740","-345,800","-3,503,050","112,650","-344,450","22,000","376,250","-34,550","-5,500","98,900",,-100,
2007-02-01,"11,600","809,400","-4,508,350","-55,850","186,250","256,800","-698,500","10,850","-66,450","255,200",,"15,800",
2007-01-31,"11,580","1,108,500","-927,900","-3,391,900","122,350","-234,150","-2,651,300","-160,050","3,850","-472,600",,150,
2007-01-30,"11,660","1,192,800","-3,665,350","-796,600","377,800","-260,600","-238,100","-666,200","-37,750","28,250",,"1,850",
2007-01-29,"11,560","3,597,150","-2,637,300","-3,932,300","1,029,850","-55,450","-4,184,450","-267,100","-30,000","-425,150",,"11,100",
2007-01-26,"11,740","77,400","-3,623,100","-100,850","2,538,700","71,450","-3,037,850","-67,650","57,750","336,750",,"3,850",
2007-01-25,"12,060","-2,433,400","4,627,400","-2,108,750","-1,033,900","12,850","-712,250","96,600","-106,250","-365,800",,"-3,400",
2007-01-24,"12,020","-2,028,650","421,250","1,300,500","-1,023,150","16,650","2,087,500","153,700","-79,900","145,700",,"-7,400",
2007-01-23,"11,920","-3,763,250","-1,486,500","1,422,550","-386,750","-112,750","1,957,900","-26,650","193,200","-202,400",,"-1,250",
2007-01-22,"11,820","-1,569,850","-2,399,350","55,650","-648,250","-56,150","1,023,750","-41,050","-250,300","27,650",,"283,700",
2007-01-19,"11,700","2,389,200","-552,000","-3,739,000","64,500","-64,900","-3,115,050","-507,950","-98,750","-16,850",,"59,500",
2007-01-18,"11,900","1,194,400","-5,364,450","340,750","-312,100","32,950","186,650","-32,750","41,000","425,000",,"2,650",
2007-01-17,"12,040","179,350","355,650","-3,960,350","-932,150","18,300","-1,780,100","-326,500","16,800","-956,700",,"-1,950",
2007-01-16,"12,260","-2,568,200","-1,176,400","414,100","-817,650","1,972,850","-545,850","-40,850","-3,850","-150,550",,"-2,050",
